0
4
1
2
8
3
4
10
2
14
0
1
9
6
8
11
13
5
7
12
0
4
1
2
8
3
4
10
2
14
0
1
9
6
8
11
13
5
7
12
0
4
1
2
8
3
4
10
2
14
0
1
9
6
8
11
13
5
7
12
0
4
1
2
8
3
4
10
2
14
0
1
9
6
8
11
13
5
7
12
0
4
1
2
8
3
4
10
2
14
0
1
9
6
8
11
13
5
7
12
